,0,1,2,3,4,5,6,7,8
56358,0,6.0,7.0,5.0,1.0,,,,
56359,0,3.0,6.0,,,,,,
56360,0,1.0,8.0,,,,,,
56361,8,2.0,,,,,,,
56362,6,1.0,8.0,3.0,5.0,,,,
56363,3,0.0,1.0,6.0,8.0,,,,
56365,7,8.0,6.0,,,,,,
56366,0,1.0,8.0,,,,,,
56368,0,,,,,,,,
56370,3,6.0,,,,,,,
56371,0,1.0,8.0,3.0,,,,,
56372,6,,,,,,,,
56373,2,3.0,0.0,7.0,6.0,,,,
56374,3,6.0,2.0,,,,,,
56375,0,2.0,,,,,,,
56376,5,2.0,8.0,,,,,,
56377,2,0.0,7.0,4.0,8.0,,,,
56378,0,,,,,,,,
56379,0,2.0,,,,,,,
56380,3,7.0,6.0,5.0,1.0,,,,
56382,0,8.0,6.0,,,,,,
56384,6,0.0,8.0,3.0,2.0,,,,
56385,3,2.0,6.0,5.0,8.0,,,,
56386,0,,,,,,,,
56387,8,2.0,3.0,,,,,,
56388,0,1.0,,,,,,,
56389,0,4.0,2.0,5.0,3.0,,,,
56390,3,8.0,1.0,,,,,,
57555,0,,,,,,,,
57556,6,,,,,,,,
57557,0,1.0,8.0,,,,,,
57558,0,1.0,3.0,7.0,4.0,,,,
57559,7,2.0,8.0,4.0,0.0,,,,
57560,0,1.0,,,,,,,
57561,8,1.0,6.0,7.0,4.0,,,,
57562,4,2.0,6.0,7.0,3.0,,,,
57563,8,3.0,6.0,5.0,1.0,,,,
57564,7,8.0,5.0,3.0,,,,,
57566,6,2.0,3.0,5.0,,,,,
57567,1,8.0,6.0,,,,,,
57568,1,7.0,,,,,,,
57569,0,8.0,2.0,3.0,7.0,,,,
57570,0,,,,,,,,
57571,3,1.0,,,,,,,
57572,0,,,,,,,,
57573,0,1.0,7.0,8.0,,,,,
57574,1,7.0,8.0,0.0,,,,,
57575,1,0.0,8.0,,,,,,
57576,0,6.0,,,,,,,
57577,6,8.0,1.0,,,,,,
57579,0,3.0,6.0,1.0,8.0,,,,
57580,3,6.0,4.0,,,,,,
57581,2,,,,,,,,
57583,0,3.0,6.0,,,,,,
57585,1,6.0,8.0,5.0,3.0,,,,
57586,0,,,,,,,,
57587,1,,,,,,,,
57588,3,0.0,6.0,,,,,,
57589,4,0.0,6.0,1.0,8.0,,,,
57590,1,6.0,2.0,,,,,,
57591,3,6.0,2.0,4.0,,,,,
57592,8,,,,,,,,
57593,1,6.0,8.0,0.0,,,,,
57594,0,1.0,3.0,8.0,6.0,,,,
57595,1,2.0,0.0,8.0,6.0,,,,
57596,1,6.0,8.0,0.0,2.0,,,,
57597,8,0.0,2.0,6.0,4.0,,,,
57598,6,7.0,0.0,,,,,,
57599,0,8.0,7.0,4.0,1.0,,,,
57600,1,6.0,8.0,0.0,,,,,
57602,0,,,,,,,,
57603,0,,,,,,,,
57604,5,1.0,3.0,,,,,,
57606,3,1.0,8.0,7.0,0.0,,,,
57607,0,1.0,8.0,,,,,,
57608,2,,,,,,,,
57609,8,6.0,1.0,0.0,3.0,,,,
57610,3,,,,,,,,
57611,0,2.0,3.0,,,,,,
57613,2,4.0,8.0,3.0,,,,,
57614,3,,,,,,,,
57615,2,6.0,1.0,8.0,0.0,,,,
57616,3,,,,,,,,
57617,6,3.0,,,,,,,
57618,0,8.0,3.0,,,,,,
57619,1,3.0,8.0,,,,,,
57620,2,,,,,,,,
57621,2,0.0,5.0,6.0,4.0,,,,
57622,1,,,,,,,,
57623,3,6.0,2.0,,,,,,
57624,0,8.0,,,,,,,
57625,6,2.0,8.0,3.0,4.0,,,,
57626,3,8.0,1.0,,,,,,
57627,6,3.0,2.0,0.0,,,,,
57629,6,0.0,3.0,8.0,2.0,,,,
57630,3,0.0,2.0,6.0,1.0,,,,
57631,0,,,,,,,,
57632,1,3.0,0.0,7.0,,,,,
57633,1,0.0,,,,,,,
57634,8,,,,,,,,
57635,3,6.0,2.0,,,,,,
57636,8,,,,,,,,
57637,0,,,,,,,,
57638,0,,,,,,,,
57639,1,,,,,,,,
57640,1,0.0,7.0,2.0,8.0,,,,
57641,0,4.0,1.0,,,,,,
57642,6,3.0,1.0,8.0,2.0,,,,
57643,4,8.0,2.0,6.0,,,,,
57644,1,8.0,2.0,0.0,6.0,,,,
57645,3,,,,,,,,
57646,3,8.0,6.0,5.0,1.0,,,,
57647,3,0.0,,,,,,,
57648,2,7.0,6.0,8.0,1.0,,,,
57649,6,8.0,1.0,0.0,2.0,,,,
57650,3,6.0,,,,,,,
57651,0,7.0,4.0,1.0,,,,,
57652,1,,,,,,,,
57656,8,,,,,,,,
57659,6,5.0,1.0,3.0,0.0,,,,
57660,0,,,,,,,,
57661,2,0.0,4.0,1.0,5.0,,,,
57663,0,7.0,,,,,,,
57664,1,,,,,,,,
57665,6,,,,,,,,
57666,3,0.0,,,,,,,
57667,1,,,,,,,,
57668,3,0.0,,,,,,,
57669,0,,,,,,,,
57670,8,,,,,,,,
57671,3,6.0,1.0,,,,,,
57672,1,0.0,,,,,,,
57673,7,0.0,8.0,4.0,5.0,,,,
57674,0,8.0,4.0,1.0,,,,,
57675,0,,,,,,,,
57676,0,1.0,8.0,5.0,2.0,,,,
57677,4,8.0,2.0,7.0,,,,,
57678,6,,,,,,,,
57679,3,0.0,,,,,,,
57680,6,5.0,1.0,,,,,,
57681,0,8.0,,,,,,,
57682,7,6.0,8.0,,,,,,
57683,1,8.0,0.0,6.0,7.0,,,,
57684,8,0.0,7.0,1.0,4.0,,,,
57685,1,7.0,6.0,8.0,0.0,,,,
57686,1,3.0,0.0,2.0,6.0,,,,
57687,6,3.0,8.0,5.0,,,,,
57688,3,0.0,,,,,,,
57689,7,6.0,8.0,,,,,,
57690,3,,,,,,,,
57691,8,7.0,1.0,3.0,5.0,,,,
57692,1,6.0,8.0,,,,,,
57693,3,,,,,,,,
57694,2,4.0,6.0,7.0,3.0,,,,
57695,3,,,,,,,,
57696,1,0.0,,,,,,,
57697,8,6.0,0.0,,,,,,
57700,1,3.0,7.0,0.0,8.0,,,,
57701,3,6.0,1.0,,,,,,
57702,0,1.0,5.0,3.0,,,,,
57703,1,0.0,,,,,,,
57704,0,3.0,6.0,1.0,,,,,
57705,0,,,,,,,,
57706,4,0.0,5.0,,,,,,
57707,3,,,,,,,,
57708,3,0.0,,,,,,,
57709,0,,,,,,,,
57710,3,0.0,,,,,,,
57711,0,,,,,,,,
57712,0,7.0,3.0,,,,,,
57713,6,,,,,,,,
57714,6,3.0,,,,,,,
57715,0,,,,,,,,
57716,1,,,,,,,,
57717,0,,,,,,,,
57718,1,0.0,,,,,,,
57719,1,3.0,7.0,0.0,5.0,,,,
57720,0,3.0,2.0,,,,,,
57721,7,3.0,1.0,0.0,8.0,,,,
57722,3,7.0,8.0,6.0,,,,,
57724,5,1.0,6.0,3.0,,,,,
57725,8,,,,,,,,
57727,0,1.0,3.0,8.0,6.0,,,,
57728,0,6.0,5.0,4.0,1.0,,,,
57730,8,0.0,2.0,7.0,4.0,,,,
57731,0,,,,,,,,
57732,6,1.0,0.0,8.0,,,,,
57733,2,0.0,5.0,1.0,3.0,,,,
57734,3,,,,,,,,
57735,3,2.0,6.0,,,,,,
57737,3,,,,,,,,
57739,8,2.0,3.0,7.0,6.0,,,,
57740,8,2.0,0.0,4.0,,,,,
57741,0,,,,,,,,
57743,0,,,,,,,,
57744,0,1.0,,,,,,,
57745,0,1.0,,,,,,,
57746,0,3.0,6.0,,,,,,
57747,3,2.0,6.0,5.0,1.0,,,,
57748,1,0.0,,,,,,,
57749,0,1.0,7.0,,,,,,
57750,7,1.0,,,,,,,
57751,3,2.0,,,,,,,
57753,0,3.0,6.0,,,,,,
57754,3,8.0,4.0,7.0,0.0,,,,
57756,3,1.0,7.0,,,,,,
57758,1,8.0,,,,,,,
57759,8,1.0,6.0,2.0,0.0,,,,
57760,0,8.0,1.0,,,,,,
57761,0,,,,,,,,
57762,6,0.0,,,,,,,
57763,0,1.0,3.0,8.0,6.0,,,,
57764,1,8.0,0.0,,,,,,
57765,5,3.0,,,,,,,
57766,6,8.0,1.0,,,,,,
57767,3,0.0,1.0,6.0,,,,,
57768,7,1.0,0.0,,,,,,
57769,0,6.0,3.0,,,,,,
57770,3,5.0,8.0,6.0,1.0,,,,
57771,1,,,,,,,,
57772,1,,,,,,,,
57773,1,,,,,,,,
57774,3,,,,,,,,
57775,0,3.0,2.0,1.0,6.0,,,,
57776,7,0.0,8.0,4.0,5.0,,,,
57779,6,3.0,0.0,,,,,,
57780,1,2.0,,,,,,,
57781,0,,,,,,,,
57783,3,2.0,5.0,,,,,,
57784,0,8.0,4.0,1.0,,,,,
57785,0,1.0,3.0,,,,,,
57786,6,5.0,1.0,,,,,,
57787,0,,,,,,,,
57788,1,3.0,,,,,,,
58752,3,8.0,0.0,7.0,6.0,,,,
58753,0,2.0,3.0,6.0,,,,,
58754,3,1.0,6.0,8.0,5.0,,,,
58755,6,8.0,,,,,,,
58756,3,6.0,0.0,7.0,,,,,
58757,0,,,,,,,,
58758,0,2.0,3.0,7.0,4.0,,,,
58759,1,6.0,,,,,,,
58760,0,1.0,,,,,,,
58761,1,6.0,8.0,7.0,3.0,,,,
58762,1,4.0,3.0,6.0,8.0,,,,
58763,6,2.0,0.0,4.0,5.0,,,,
58764,8,5.0,0.0,6.0,3.0,,,,
58765,0,8.0,4.0,5.0,,,,,
58766,0,1.0,8.0,2.0,,,,,
58767,6,3.0,8.0,1.0,0.0,,,,
58770,6,8.0,1.0,0.0,2.0,,,,
58771,0,,,,,,,,
58773,2,,,,,,,,
58774,2,3.0,6.0,4.0,5.0,,,,
58775,8,3.0,5.0,1.0,2.0,,,,
58776,1,6.0,0.0,8.0,,,,,
58777,6,1.0,8.0,,,,,,
58778,0,,,,,,,,
58779,7,1.0,,,,,,,
58780,1,0.0,8.0,4.0,,,,,
58782,0,8.0,3.0,,,,,,
58784,8,,,,,,,,
58785,2,3.0,6.0,8.0,1.0,,,,
58786,3,0.0,4.0,,,,,,
58787,1,8.0,,,,,,,
58788,3,8.0,6.0,5.0,1.0,,,,
58789,6,1.0,8.0,3.0,2.0,,,,
58790,8,,,,,,,,
58791,6,0.0,3.0,7.0,1.0,,,,
58792,3,8.0,5.0,,,,,,
58793,8,,,,,,,,
58794,6,0.0,1.0,7.0,2.0,,,,
58796,8,0.0,1.0,6.0,7.0,,,,
58797,0,,,,,,,,
58798,0,,,,,,,,
58799,0,,,,,,,,
58800,8,5.0,0.0,,,,,,
58801,2,,,,,,,,
58802,3,,,,,,,,
58803,1,,,,,,,,
58804,6,,,,,,,,
58805,3,0.0,,,,,,,
58806,0,8.0,,,,,,,
58807,0,,,,,,,,
58808,6,3.0,5.0,,,,,,
58809,8,,,,,,,,
58810,8,3.0,0.0,5.0,1.0,,,,
58812,4,8.0,0.0,1.0,7.0,,,,
58813,6,1.0,,,,,,,
58814,8,,,,,,,,
58815,3,6.0,5.0,1.0,8.0,,,,
58816,0,,,,,,,,
58817,6,2.0,3.0,,,,,,
58818,3,6.0,4.0,,,,,,
58821,8,2.0,3.0,7.0,1.0,,,,
58822,0,6.0,5.0,,,,,,
58823,3,,,,,,,,
58824,0,3.0,,,,,,,
58825,0,8.0,1.0,5.0,7.0,,,,
58826,3,,,,,,,,
58827,0,,,,,,,,
58828,8,1.0,6.0,7.0,4.0,,,,
58829,0,8.0,1.0,4.0,,,,,
58830,6,3.0,4.0,,,,,,
58831,6,1.0,8.0,3.0,,,,,
58832,8,0.0,,,,,,,
58833,0,,,,,,,,
58834,0,6.0,1.0,,,,,,
58835,0,,,,,,,,
58836,0,1.0,3.0,,,,,,
58837,0,8.0,2.0,3.0,7.0,,,,
58838,3,6.0,1.0,0.0,2.0,,,,
58839,0,,,,,,,,
58840,0,7.0,,,,,,,
58841,7,,,,,,,,
58842,3,,,,,,,,
58843,2,7.0,,,,,,,
58844,2,0.0,4.0,6.0,7.0,,,,
58845,8,2.0,0.0,6.0,5.0,,,,
58847,1,8.0,0.0,2.0,7.0,,,,
58848,3,6.0,4.0,,,,,,
58849,0,1.0,3.0,,,,,,
58850,0,8.0,6.0,1.0,5.0,,,,
58851,0,,,,,,,,
58852,3,6.0,0.0,,,,,,
58853,1,,,,,,,,
58855,0,,,,,,,,
58856,0,8.0,7.0,6.0,5.0,,,,
58857,8,7.0,,,,,,,
58858,3,6.0,4.0,,,,,,
58859,3,,,,,,,,
58860,3,8.0,0.0,,,,,,
58862,1,,,,,,,,
58863,3,2.0,5.0,,,,,,
58864,6,2.0,4.0,1.0,0.0,,,,
58865,3,6.0,,,,,,,
58866,8,,,,,,,,
58867,0,3.0,,,,,,,
58868,0,4.0,7.0,,,,,,
58869,6,,,,,,,,
58870,2,3.0,6.0,0.0,4.0,,,,
58871,3,,,,,,,,
58873,0,8.0,7.0,6.0,,,,,
58874,1,8.0,,,,,,,
58875,8,1.0,6.0,,,,,,
58876,0,8.0,1.0,,,,,,
58877,3,,,,,,,,
58878,0,7.0,1.0,8.0,,,,,
58879,0,,,,,,,,
58880,7,,,,,,,,
58881,0,8.0,1.0,,,,,,
58882,0,8.0,,,,,,,
58883,3,8.0,0.0,6.0,5.0,,,,
58884,6,7.0,5.0,1.0,8.0,,,,
58885,3,6.0,4.0,,,,,,
58886,0,,,,,,,,
58887,0,,,,,,,,
58888,0,6.0,,,,,,,
58889,8,,,,,,,,
58890,6,3.0,8.0,5.0,,,,,
58891,0,8.0,5.0,,,,,,
58892,0,3.0,8.0,2.0,6.0,,,,
58893,0,8.0,2.0,3.0,6.0,,,,
58894,0,,,,,,,,
58895,2,,,,,,,,
58897,1,4.0,8.0,,,,,,
61930,8,0.0,,,,,,,
61932,2,5.0,1.0,3.0,0.0,,,,
61934,6,2.0,3.0,5.0,,,,,
61935,1,8.0,,,,,,,
61936,0,1.0,8.0,,,,,,
61937,2,4.0,5.0,1.0,0.0,,,,
61938,8,,,,,,,,
61939,0,8.0,1.0,,,,,,
61940,6,,,,,,,,
61941,3,,,,,,,,
61942,2,8.0,,,,,,,
61943,0,,,,,,,,
61944,8,2.0,,,,,,,
61945,3,6.0,4.0,,,,,,
61946,0,1.0,,,,,,,
61947,0,1.0,,,,,,,
61948,2,7.0,6.0,4.0,5.0,,,,
61950,6,0.0,,,,,,,
61951,3,8.0,,,,,,,
61952,3,0.0,,,,,,,
61953,6,1.0,8.0,2.0,3.0,,,,
61954,8,6.0,1.0,0.0,3.0,,,,
61955,6,5.0,8.0,1.0,7.0,,,,
61957,0,,,,,,,,
61958,0,,,,,,,,
61959,8,2.0,6.0,1.0,7.0,,,,
61960,7,,,,,,,,
61961,0,1.0,8.0,,,,,,
61963,3,6.0,,,,,,,
61964,3,7.0,5.0,6.0,8.0,,,,
61965,0,7.0,5.0,1.0,6.0,,,,
61966,1,8.0,3.0,,,,,,
61968,8,,,,,,,,
61970,0,,,,,,,,
61971,8,1.0,0.0,3.0,7.0,,,,
61972,3,8.0,0.0,6.0,1.0,,,,
61973,3,6.0,4.0,,,,,,
61974,7,,,,,,,,
61976,1,2.0,7.0,6.0,5.0,,,,
61977,0,8.0,6.0,3.0,,,,,
61978,3,6.0,4.0,5.0,,,,,
61979,1,8.0,0.0,,,,,,
61980,8,0.0,6.0,,,,,,
61981,0,,,,,,,,
61982,0,8.0,,,,,,,
61983,8,3.0,5.0,,,,,,
61985,0,7.0,,,,,,,
61986,2,,,,,,,,
61987,3,5.0,2.0,4.0,0.0,,,,
61988,3,6.0,,,,,,,
61989,7,6.0,5.0,1.0,8.0,,,,
61991,2,,,,,,,,
61995,0,2.0,,,,,,,
61996,0,8.0,7.0,,,,,,
61997,7,2.0,,,,,,,
61998,0,8.0,3.0,1.0,,,,,
61999,0,8.0,1.0,7.0,5.0,,,,
62000,6,5.0,,,,,,,
62001,3,8.0,7.0,4.0,1.0,,,,
62002,6,3.0,0.0,7.0,4.0,,,,
62004,0,6.0,3.0,,,,,,
62005,8,7.0,6.0,,,,,,
62006,8,4.0,7.0,5.0,6.0,,,,
62007,1,8.0,3.0,7.0,6.0,,,,
62008,3,2.0,,,,,,,
62010,8,,,,,,,,
62011,6,8.0,1.0,,,,,,
62012,1,,,,,,,,
62013,1,8.0,2.0,7.0,6.0,,,,
62014,0,3.0,4.0,1.0,2.0,,,,
62016,8,1.0,0.0,,,,,,
62017,3,6.0,4.0,,,,,,
62018,3,1.0,7.0,,,,,,
62019,8,1.0,0.0,,,,,,
62020,0,,,,,,,,
62021,8,4.0,,,,,,,
62022,7,,,,,,,,
62023,2,,,,,,,,
62025,7,1.0,8.0,0.0,6.0,,,,
62026,1,,,,,,,,
62027,1,5.0,6.0,8.0,4.0,,,,
62028,0,7.0,,,,,,,
62029,3,7.0,0.0,8.0,1.0,,,,
62031,0,,,,,,,,
62032,3,8.0,,,,,,,
62033,3,6.0,8.0,0.0,,,,,
62034,6,7.0,5.0,1.0,8.0,,,,
62037,7,5.0,2.0,0.0,8.0,,,,
62038,0,,,,,,,,
62039,8,0.0,,,,,,,
62040,2,6.0,7.0,3.0,,,,,
62041,0,,,,,,,,
62042,0,1.0,5.0,6.0,8.0,,,,
62044,0,3.0,2.0,7.0,1.0,,,,
62045,0,1.0,8.0,4.0,5.0,,,,
62046,8,3.0,5.0,6.0,1.0,,,,
62047,7,3.0,0.0,6.0,5.0,,,,
62048,6,7.0,2.0,0.0,1.0,,,,
62051,8,,,,,,,,
62052,8,3.0,7.0,6.0,2.0,,,,
62054,3,7.0,1.0,8.0,4.0,,,,
62055,7,8.0,6.0,1.0,,,,,
62056,1,,,,,,,,
62057,1,3.0,7.0,6.0,8.0,,,,
62058,0,1.0,7.0,,,,,,
62059,8,1.0,6.0,2.0,4.0,,,,
62060,0,,,,,,,,
62061,0,,,,,,,,
62062,8,1.0,6.0,3.0,,,,,
62063,0,8.0,2.0,7.0,6.0,,,,
62064,7,2.0,8.0,4.0,5.0,,,,
62065,3,,,,,,,,
62068,1,,,,,,,,
62070,1,,,,,,,,
62072,1,3.0,,,,,,,
62073,1,0.0,3.0,,,,,,
62074,6,7.0,1.0,5.0,3.0,,,,
62075,1,6.0,2.0,,,,,,
62076,7,8.0,4.0,3.0,5.0,,,,
62077,7,8.0,,,,,,,
62078,3,7.0,,,,,,,
62079,4,8.0,,,,,,,
62080,1,5.0,2.0,0.0,6.0,,,,
62081,6,2.0,0.0,,,,,,
62083,0,7.0,,,,,,,
62084,7,6.0,5.0,1.0,8.0,,,,
62085,2,7.0,4.0,0.0,8.0,,,,
62086,0,7.0,1.0,8.0,6.0,,,,
62087,0,,,,,,,,
62088,7,3.0,6.0,1.0,8.0,,,,
62547,1,,,,,,,,
62548,0,7.0,,,,,,,
62549,6,,,,,,,,
62550,0,8.0,5.0,6.0,3.0,,,,
62552,1,5.0,3.0,2.0,0.0,,,,
62553,2,6.0,0.0,8.0,5.0,,,,
62555,2,,,,,,,,
62556,1,,,,,,,,
62557,1,5.0,6.0,7.0,3.0,,,,
62559,1,8.0,3.0,6.0,0.0,,,,
62560,8,4.0,,,,,,,
62561,2,7.0,4.0,5.0,0.0,,,,
62563,7,2.0,,,,,,,
62564,8,4.0,,,,,,,
62565,0,8.0,,,,,,,
62566,5,3.0,1.0,7.0,,,,,
62567,7,0.0,4.0,8.0,,,,,
62568,0,,,,,,,,
62569,1,8.0,0.0,3.0,6.0,,,,
62570,8,,,,,,,,
62571,7,0.0,8.0,,,,,,
62572,6,2.0,0.0,1.0,5.0,,,,
62574,8,1.0,,,,,,,
62576,0,,,,,,,,
62577,1,6.0,3.0,8.0,0.0,,,,
62578,2,8.0,6.0,5.0,1.0,,,,
62581,1,0.0,3.0,,,,,,
62582,0,2.0,3.0,6.0,7.0,,,,
62583,0,2.0,6.0,,,,,,
62584,1,0.0,2.0,3.0,6.0,,,,
62585,0,3.0,,,,,,,
62586,1,,,,,,,,
62587,3,1.0,0.0,8.0,7.0,,,,
62588,1,8.0,,,,,,,
62589,6,,,,,,,,
62591,3,0.0,7.0,,,,,,
62592,6,0.0,1.0,,,,,,
62593,7,3.0,1.0,,,,,,
62594,5,0.0,8.0,1.0,7.0,,,,
62595,0,8.0,7.0,,,,,,
62596,0,6.0,3.0,2.0,8.0,,,,
62598,0,1.0,8.0,,,,,,
62599,8,7.0,4.0,,,,,,
62600,0,3.0,7.0,4.0,5.0,,,,
62601,3,,,,,,,,
62602,0,,,,,,,,
62603,7,6.0,5.0,8.0,1.0,,,,
62604,2,8.0,0.0,4.0,7.0,,,,
62605,2,,,,,,,,
62606,7,4.0,,,,,,,
62607,0,1.0,8.0,4.0,7.0,,,,
62608,0,8.0,1.0,3.0,2.0,,,,
62609,6,8.0,,,,,,,
62610,0,8.0,4.0,1.0,6.0,,,,
62611,7,,,,,,,,
62612,1,,,,,,,,
62614,0,8.0,6.0,,,,,,
62615,4,6.0,5.0,3.0,1.0,,,,
62618,8,7.0,5.0,6.0,1.0,,,,
62619,1,5.0,4.0,7.0,8.0,,,,
62620,2,0.0,3.0,7.0,4.0,,,,
62621,0,7.0,4.0,5.0,,,,,
62622,8,,,,,,,,
62623,0,,,,,,,,
62624,0,7.0,,,,,,,
62625,1,0.0,,,,,,,
62626,3,,,,,,,,
62627,3,6.0,4.0,2.0,,,,,
62628,8,1.0,,,,,,,
62629,0,,,,,,,,
62630,8,,,,,,,,
62631,5,,,,,,,,
62632,0,6.0,7.0,,,,,,
62633,8,,,,,,,,
62634,2,,,,,,,,
62635,3,5.0,2.0,1.0,,,,,
62636,0,8.0,7.0,,,,,,
62637,3,0.0,,,,,,,
62638,1,8.0,0.0,,,,,,
62639,3,1.0,2.0,8.0,,,,,
62640,8,0.0,1.0,,,,,,
62641,5,,,,,,,,
62642,3,6.0,2.0,,,,,,
62643,1,,,,,,,,
62645,7,8.0,,,,,,,
62646,8,,,,,,,,
62647,1,0.0,,,,,,,
62648,2,,,,,,,,
62649,6,,,,,,,,
62650,1,7.0,0.0,8.0,6.0,,,,
62651,3,,,,,,,,
62652,0,5.0,1.0,,,,,,
62653,3,1.0,,,,,,,
62654,0,3.0,8.0,,,,,,
62655,7,4.0,0.0,2.0,5.0,,,,
62656,1,0.0,7.0,3.0,,,,,
62658,8,1.0,,,,,,,
62659,3,7.0,5.0,1.0,6.0,,,,
62660,0,4.0,5.0,,,,,,
62661,1,5.0,6.0,7.0,3.0,,,,
62664,8,7.0,6.0,5.0,1.0,,,,
62665,8,,,,,,,,
62666,6,8.0,,,,,,,
63155,1,5.0,7.0,6.0,3.0,,,,
63156,3,1.0,2.0,8.0,6.0,,,,
63157,1,0.0,8.0,,,,,,
63160,1,8.0,3.0,7.0,5.0,,,,
63161,3,,,,,,,,
63162,7,0.0,8.0,1.0,,,,,
63163,0,,,,,,,,
63164,7,5.0,2.0,,,,,,
63165,8,,,,,,,,
63166,6,8.0,0.0,1.0,,,,,
63167,3,6.0,5.0,8.0,,,,,
63168,0,1.0,8.0,5.0,6.0,,,,
63169,0,2.0,7.0,,,,,,
63170,6,0.0,7.0,,,,,,
63173,0,8.0,7.0,5.0,,,,,
63174,0,7.0,6.0,1.0,8.0,,,,
63175,8,5.0,0.0,1.0,7.0,,,,
63177,3,2.0,,,,,,,
63178,5,6.0,0.0,,,,,,
63179,0,3.0,6.0,5.0,2.0,,,,
63180,1,7.0,0.0,3.0,5.0,,,,
63181,0,,,,,,,,
63182,8,0.0,,,,,,,
63183,3,,,,,,,,
63184,6,8.0,0.0,1.0,3.0,,,,
63185,0,,,,,,,,
63186,8,2.0,3.0,1.0,5.0,,,,
63187,3,0.0,7.0,,,,,,
63188,0,3.0,8.0,6.0,2.0,,,,
63189,8,6.0,1.0,0.0,5.0,,,,
63190,1,6.0,5.0,,,,,,
63191,0,1.0,8.0,,,,,,
63192,2,0.0,6.0,1.0,3.0,,,,
63193,0,,,,,,,,
63196,0,3.0,,,,,,,
63197,3,,,,,,,,
63198,0,,,,,,,,
63200,0,3.0,,,,,,,
63201,3,6.0,,,,,,,
63202,5,8.0,,,,,,,
63204,0,3.0,6.0,8.0,,,,,
63205,3,,,,,,,,
63206,3,1.0,,,,,,,
63207,1,6.0,0.0,,,,,,
63208,5,1.0,6.0,7.0,8.0,,,,
63209,8,5.0,2.0,,,,,,
63210,8,0.0,,,,,,,
63211,2,6.0,5.0,1.0,,,,,
63212,0,8.0,4.0,1.0,6.0,,,,
63213,3,,,,,,,,
63214,7,,,,,,,,
63215,8,0.0,1.0,,,,,,
63217,0,3.0,,,,,,,
63219,0,1.0,3.0,,,,,,
63220,3,6.0,4.0,,,,,,
63221,8,2.0,3.0,6.0,0.0,,,,
63222,7,,,,,,,,
63223,6,,,,,,,,
63225,3,6.0,,,,,,,
63226,7,8.0,,,,,,,
63227,6,,,,,,,,
63228,3,,,,,,,,
63231,8,2.0,7.0,0.0,4.0,,,,
63232,7,8.0,5.0,1.0,3.0,,,,
63233,0,1.0,,,,,,,
63234,0,,,,,,,,
63236,4,0.0,,,,,,,
63237,8,6.0,,,,,,,
63238,8,,,,,,,,
63239,1,6.0,8.0,0.0,7.0,,,,
63240,3,6.0,4.0,,,,,,
63241,1,2.0,6.0,,,,,,
63242,3,,,,,,,,
63244,4,8.0,2.0,7.0,0.0,,,,
63245,1,5.0,7.0,3.0,6.0,,,,
63246,0,1.0,8.0,,,,,,
63247,7,0.0,1.0,4.0,,,,,
63248,2,3.0,1.0,5.0,0.0,,,,
63250,0,6.0,,,,,,,
63251,8,6.0,,,,,,,
63253,7,1.0,3.0,5.0,8.0,,,,
63254,8,2.0,0.0,7.0,6.0,,,,
63255,2,6.0,1.0,8.0,0.0,,,,
63256,7,1.0,0.0,8.0,6.0,,,,
63257,1,0.0,7.0,,,,,,
63258,3,,,,,,,,
63259,7,8.0,6.0,1.0,5.0,,,,
63260,0,1.0,,,,,,,
63261,0,6.0,3.0,,,,,,
63263,3,1.0,,,,,,,
63264,0,,,,,,,,
63265,5,3.0,1.0,8.0,,,,,
63266,0,,,,,,,,
63267,7,6.0,1.0,5.0,2.0,,,,
63268,3,2.0,0.0,,,,,,
63269,6,3.0,5.0,,,,,,
63270,1,6.0,8.0,0.0,,,,,
63271,8,2.0,6.0,1.0,5.0,,,,
63273,7,1.0,0.0,4.0,,,,,
63274,1,8.0,6.0,,,,,,
63275,0,1.0,8.0,,,,,,
63276,0,1.0,3.0,2.0,8.0,,,,
63277,6,8.0,7.0,,,,,,
63278,1,0.0,,,,,,,
63280,0,7.0,,,,,,,
63282,8,0.0,1.0,,,,,,
63283,6,8.0,0.0,,,,,,
63284,2,,,,,,,,
63285,5,2.0,3.0,7.0,4.0,,,,
63286,2,,,,,,,,
63287,7,6.0,5.0,1.0,8.0,,,,
63288,8,0.0,1.0,,,,,,
63289,1,6.0,8.0,4.0,7.0,,,,
63290,6,8.0,1.0,,,,,,
63291,1,0.0,8.0,,,,,,
63292,8,6.0,1.0,,,,,,
63293,8,0.0,3.0,6.0,4.0,,,,
63294,1,0.0,3.0,8.0,6.0,,,,
63296,0,1.0,8.0,,,,,,
63297,0,,,,,,,,
63298,7,,,,,,,,
63299,1,8.0,6.0,7.0,0.0,,,,
63300,0,8.0,,,,,,,
63301,0,,,,,,,,
63302,0,4.0,,,,,,,
63303,8,,,,,,,,
63304,6,4.0,,,,,,,
63305,2,4.0,0.0,3.0,7.0,,,,
63306,8,,,,,,,,
63307,6,0.0,,,,,,,
63308,2,3.0,4.0,6.0,0.0,,,,
63309,3,2.0,6.0,0.0,,,,,
63311,3,6.0,,,,,,,
63313,3,,,,,,,,
63314,8,1.0,0.0,,,,,,
63315,8,6.0,1.0,7.0,4.0,,,,
63316,0,2.0,3.0,8.0,4.0,,,,
63317,8,0.0,1.0,,,,,,
63318,1,8.0,,,,,,,
63319,6,,,,,,,,
63320,0,2.0,,,,,,,
