,0,1,2,3,4,5,6,7,8
4264,0,8.0,6.0,1.0,3.0,,,,
4265,7,8.0,1.0,2.0,5.0,,,,
4267,1,8.0,,,,,,,
4270,0,1.0,6.0,,,,,,
4274,0,,,,,,,,
4279,6,0.0,3.0,8.0,,,,,
4281,6,3.0,2.0,1.0,4.0,,,,
4282,1,,,,,,,,
4284,7,6.0,,,,,,,
4287,0,6.0,2.0,7.0,,,,,
4288,1,,,,,,,,
4291,7,2.0,1.0,0.0,3.0,,,,
4293,1,,,,,,,,
4294,1,7.0,,,,,,,
4295,1,7.0,,,,,,,
4301,7,3.0,1.0,4.0,0.0,,,,
4302,0,2.0,5.0,1.0,,,,,
4304,0,4.0,7.0,2.0,6.0,,,,
4312,3,1.0,6.0,8.0,,,,,
4313,1,8.0,7.0,,,,,,
4314,4,6.0,1.0,,,,,,
4318,8,6.0,0.0,,,,,,
4319,2,1.0,4.0,3.0,8.0,,,,
4320,0,,,,,,,,
4321,0,1.0,,,,,,,
4322,6,,,,,,,,
4323,6,,,,,,,,
4324,8,4.0,1.0,,,,,,
4325,7,6.0,5.0,8.0,4.0,,,,
4326,0,2.0,8.0,6.0,7.0,,,,
4329,8,1.0,6.0,,,,,,
4331,1,7.0,,,,,,,
4333,7,,,,,,,,
4335,6,3.0,,,,,,,
4336,8,2.0,1.0,,,,,,
4337,6,4.0,,,,,,,
4339,8,2.0,1.0,,,,,,
4340,6,1.0,0.0,,,,,,
4341,2,7.0,,,,,,,
4342,7,1.0,2.0,3.0,4.0,,,,
4344,3,2.0,8.0,4.0,,,,,
4345,1,3.0,4.0,,,,,,
4347,6,1.0,8.0,,,,,,
4350,1,,,,,,,,
4352,6,1.0,2.0,,,,,,
4357,1,3.0,0.0,,,,,,
4359,8,,,,,,,,
4360,1,,,,,,,,
4361,6,1.0,8.0,,,,,,
4362,3,,,,,,,,
4367,6,2.0,1.0,0.0,,,,,
4375,6,,,,,,,,
4376,8,0.0,7.0,,,,,,
4377,0,2.0,,,,,,,
4378,1,3.0,0.0,,,,,,
4382,0,1.0,7.0,,,,,,
4383,1,4.0,6.0,0.0,,,,,
4385,8,2.0,,,,,,,
4388,0,5.0,6.0,7.0,3.0,,,,
4389,7,6.0,1.0,0.0,,,,,
4393,0,1.0,,,,,,,
4396,7,0.0,8.0,6.0,3.0,,,,
4397,8,,,,,,,,
4399,0,,,,,,,,
4401,7,1.0,8.0,,,,,,
4403,0,6.0,2.0,7.0,4.0,,,,
4407,6,1.0,4.0,,,,,,
4408,0,1.0,7.0,4.0,5.0,,,,
4409,6,3.0,0.0,7.0,1.0,,,,
4410,1,4.0,,,,,,,
4412,0,6.0,8.0,,,,,,
4413,0,,,,,,,,
4415,3,7.0,1.0,,,,,,
4416,1,8.0,7.0,0.0,6.0,,,,
4417,1,7.0,,,,,,,
4423,0,,,,,,,,
4424,7,3.0,6.0,,,,,,
4425,1,4.0,,,,,,,
4427,0,7.0,1.0,6.0,,,,,
4428,8,2.0,1.0,7.0,6.0,,,,
4429,4,7.0,,,,,,,
4430,6,1.0,8.0,4.0,7.0,,,,
4431,7,,,,,,,,
4432,7,2.0,1.0,6.0,5.0,,,,
4434,0,6.0,2.0,8.0,3.0,,,,
4435,7,1.0,,,,,,,
4437,0,,,,,,,,
4438,7,2.0,8.0,3.0,1.0,,,,
4439,0,1.0,6.0,3.0,,,,,
4440,0,8.0,3.0,5.0,4.0,,,,
4441,2,,,,,,,,
4442,6,,,,,,,,
4445,8,4.0,1.0,,,,,,
4447,7,1.0,3.0,6.0,4.0,,,,
4449,1,7.0,3.0,8.0,0.0,,,,
4450,7,,,,,,,,
4453,8,1.0,4.0,,,,,,
4455,6,,,,,,,,
4457,6,0.0,2.0,,,,,,
4459,7,0.0,1.0,6.0,,,,,
4460,7,1.0,6.0,8.0,0.0,,,,
4462,1,7.0,,,,,,,
4463,0,6.0,8.0,1.0,7.0,,,,
4464,1,4.0,,,,,,,
4469,7,1.0,2.0,6.0,8.0,,,,
4472,4,6.0,1.0,7.0,0.0,,,,
4473,8,0.0,3.0,6.0,7.0,,,,
4474,7,8.0,0.0,,,,,,
4475,7,1.0,6.0,3.0,8.0,,,,
4478,1,,,,,,,,
4479,0,2.0,4.0,,,,,,
4480,1,3.0,4.0,,,,,,
4481,7,0.0,4.0,1.0,3.0,,,,
4482,7,1.0,3.0,4.0,5.0,,,,
4483,2,,,,,,,,
4484,7,1.0,,,,,,,
4485,6,,,,,,,,
4487,7,8.0,1.0,4.0,,,,,
4488,0,7.0,,,,,,,
4489,1,7.0,2.0,,,,,,
4490,1,6.0,4.0,8.0,0.0,,,,
4492,3,0.0,1.0,4.0,,,,,
4493,6,1.0,3.0,7.0,4.0,,,,
4494,1,7.0,0.0,4.0,,,,,
4495,7,1.0,0.0,8.0,6.0,,,,
4497,6,8.0,4.0,7.0,,,,,
4502,7,1.0,4.0,5.0,2.0,,,,
4503,1,0.0,7.0,6.0,,,,,
4504,7,1.0,,,,,,,
4505,3,7.0,1.0,8.0,6.0,,,,
4507,7,3.0,,,,,,,
4512,1,,,,,,,,
4513,1,,,,,,,,
4514,8,,,,,,,,
4522,7,6.0,0.0,,,,,,
4524,0,,,,,,,,
4526,4,3.0,1.0,7.0,,,,,
4532,3,1.0,4.0,7.0,0.0,,,,
4536,2,1.0,,,,,,,
4537,2,3.0,0.0,8.0,1.0,,,,
4538,6,,,,,,,,
4542,7,1.0,4.0,,,,,,
4545,1,6.0,,,,,,,
4546,0,1.0,7.0,6.0,,,,,
4548,3,,,,,,,,
4551,1,,,,,,,,
4552,6,0.0,,,,,,,
4554,6,7.0,0.0,2.0,1.0,,,,
4557,1,,,,,,,,
4559,1,6.0,,,,,,,
4563,0,1.0,7.0,,,,,,
4564,3,7.0,5.0,0.0,1.0,,,,
4565,1,6.0,4.0,2.0,5.0,,,,
4566,4,,,,,,,,
4568,1,,,,,,,,
4571,6,0.0,5.0,8.0,1.0,,,,
4572,0,,,,,,,,
4573,1,8.0,6.0,7.0,,,,,
4576,7,1.0,,,,,,,
4577,1,3.0,8.0,,,,,,
4579,8,4.0,6.0,1.0,2.0,,,,
4580,1,7.0,8.0,3.0,6.0,,,,
4583,1,7.0,2.0,0.0,3.0,,,,
4584,8,7.0,,,,,,,
4585,0,8.0,6.0,,,,,,
4587,7,1.0,8.0,3.0,4.0,,,,
4588,6,0.0,7.0,,,,,,
4589,3,6.0,8.0,,,,,,
4590,7,,,,,,,,
4594,7,,,,,,,,
4597,1,2.0,,,,,,,
4599,0,1.0,,,,,,,
4600,0,1.0,8.0,7.0,4.0,,,,
4601,1,8.0,4.0,0.0,7.0,,,,
4602,7,3.0,1.0,4.0,0.0,,,,
4603,1,,,,,,,,
4605,6,,,,,,,,
4606,3,8.0,1.0,,,,,,
4613,6,2.0,1.0,0.0,8.0,,,,
4616,8,4.0,1.0,7.0,2.0,,,,
4617,1,7.0,4.0,6.0,8.0,,,,
4620,1,,,,,,,,
4621,6,2.0,1.0,5.0,0.0,,,,
4625,6,1.0,7.0,3.0,8.0,,,,
4626,0,,,,,,,,
4627,0,,,,,,,,
4628,6,,,,,,,,
4629,6,8.0,,,,,,,
4631,1,,,,,,,,
4632,0,8.0,4.0,1.0,5.0,,,,
4635,0,6.0,8.0,,,,,,
4636,1,3.0,8.0,2.0,7.0,,,,
4638,1,0.0,7.0,8.0,6.0,,,,
4639,7,0.0,1.0,,,,,,
4640,4,6.0,5.0,2.0,0.0,,,,
4641,3,6.0,2.0,5.0,,,,,
4643,1,,,,,,,,
4644,3,,,,,,,,
4647,7,2.0,1.0,3.0,6.0,,,,
4648,7,1.0,8.0,4.0,6.0,,,,
4650,6,1.0,8.0,3.0,7.0,,,,
4651,7,6.0,0.0,1.0,,,,,
4656,2,1.0,3.0,4.0,7.0,,,,
4658,1,7.0,6.0,0.0,,,,,
4659,1,6.0,,,,,,,
4660,7,,,,,,,,
4662,7,,,,,,,,
4664,3,8.0,2.0,1.0,,,,,
4667,6,7.0,1.0,,,,,,
4671,7,0.0,8.0,,,,,,
4674,0,7.0,1.0,8.0,4.0,,,,
4675,6,2.0,3.0,0.0,4.0,,,,
4679,1,4.0,,,,,,,
4681,6,3.0,1.0,7.0,8.0,,,,
4682,7,0.0,,,,,,,
4683,3,6.0,8.0,,,,,,
4684,7,1.0,0.0,6.0,3.0,,,,
4685,1,0.0,6.0,,,,,,
4686,3,7.0,1.0,,,,,,
4687,3,7.0,1.0,2.0,,,,,
4688,6,7.0,1.0,3.0,,,,,
4691,0,1.0,,,,,,,
4692,1,2.0,4.0,7.0,0.0,,,,
4694,6,0.0,,,,,,,
4702,1,8.0,3.0,,,,,,
4703,7,,,,,,,,
4704,0,7.0,,,,,,,
4705,7,6.0,1.0,0.0,8.0,,,,
4708,6,,,,,,,,
4709,1,7.0,3.0,4.0,2.0,,,,
4712,6,,,,,,,,
4719,1,6.0,4.0,0.0,7.0,,,,
4721,7,1.0,6.0,4.0,3.0,,,,
4728,1,,,,,,,,
4730,1,0.0,8.0,7.0,4.0,,,,
4731,6,0.0,7.0,1.0,3.0,,,,
4735,3,4.0,8.0,0.0,2.0,,,,
4736,0,6.0,3.0,7.0,4.0,,,,
4738,7,1.0,2.0,4.0,,,,,
4740,1,6.0,,,,,,,
4744,7,8.0,0.0,2.0,,,,,
4745,1,8.0,7.0,6.0,3.0,,,,
4750,6,5.0,3.0,1.0,0.0,,,,
4752,6,1.0,7.0,,,,,,
4754,1,7.0,,,,,,,
4755,1,,,,,,,,
4757,8,,,,,,,,
4758,6,4.0,1.0,3.0,0.0,,,,
4759,0,8.0,6.0,7.0,1.0,,,,
4760,3,7.0,2.0,,,,,,
4761,1,7.0,3.0,8.0,2.0,,,,
4765,8,0.0,7.0,,,,,,
4766,7,4.0,2.0,,,,,,
4767,3,5.0,8.0,7.0,1.0,,,,
4771,0,,,,,,,,
4773,7,1.0,,,,,,,
4775,7,1.0,0.0,,,,,,
4777,1,3.0,0.0,4.0,7.0,,,,
4778,1,3.0,7.0,8.0,6.0,,,,
4780,1,3.0,,,,,,,
4781,1,7.0,,,,,,,
4782,1,,,,,,,,
4783,7,8.0,4.0,3.0,,,,,
4784,7,,,,,,,,
4786,5,1.0,0.0,6.0,8.0,,,,
4787,3,7.0,2.0,8.0,4.0,,,,
4789,1,7.0,0.0,8.0,6.0,,,,
4793,2,,,,,,,,
4794,6,1.0,0.0,,,,,,
4795,7,1.0,3.0,0.0,,,,,
4797,1,8.0,,,,,,,
4798,2,,,,,,,,
4799,6,7.0,,,,,,,
4800,1,,,,,,,,
4802,6,,,,,,,,
4803,3,4.0,1.0,8.0,7.0,,,,
4809,7,,,,,,,,
4810,1,,,,,,,,
4811,7,1.0,0.0,,,,,,
4812,7,1.0,0.0,6.0,2.0,,,,
4814,6,1.0,7.0,0.0,2.0,,,,
4815,0,,,,,,,,
4819,8,2.0,4.0,3.0,6.0,,,,
4820,7,1.0,0.0,6.0,,,,,
4821,1,,,,,,,,
4822,6,7.0,,,,,,,
4823,6,,,,,,,,
4824,1,7.0,3.0,6.0,8.0,,,,
4825,8,1.0,,,,,,,
4828,0,6.0,7.0,,,,,,
4830,1,4.0,,,,,,,
4831,3,2.0,,,,,,,
4832,1,4.0,,,,,,,
4833,8,3.0,7.0,1.0,6.0,,,,
4834,7,6.0,3.0,8.0,1.0,,,,
4835,2,6.0,5.0,0.0,4.0,,,,
4839,1,6.0,,,,,,,
4842,1,,,,,,,,
4845,8,1.0,,,,,,,
4846,7,,,,,,,,
4849,1,0.0,7.0,4.0,2.0,,,,
4851,1,6.0,3.0,0.0,8.0,,,,
4852,0,1.0,6.0,,,,,,
4853,1,7.0,0.0,8.0,2.0,,,,
4855,0,4.0,2.0,,,,,,
4857,1,,,,,,,,
4858,7,1.0,3.0,4.0,,,,,
4861,1,7.0,6.0,4.0,,,,,
4862,1,3.0,8.0,0.0,7.0,,,,
4863,6,,,,,,,,
4865,3,7.0,6.0,1.0,8.0,,,,
4866,4,,,,,,,,
4868,0,7.0,,,,,,,
4870,0,,,,,,,,
4871,6,0.0,1.0,5.0,7.0,,,,
4876,1,7.0,3.0,2.0,,,,,
4877,6,,,,,,,,
4879,1,4.0,,,,,,,
4880,6,,,,,,,,
4882,1,3.0,8.0,2.0,7.0,,,,
4883,1,2.0,7.0,3.0,8.0,,,,
4886,1,,,,,,,,
4887,4,,,,,,,,
4888,4,8.0,,,,,,,
4889,4,6.0,,,,,,,
4890,8,7.0,4.0,1.0,6.0,,,,
4892,1,8.0,,,,,,,
4893,0,8.0,6.0,,,,,,
4898,1,6.0,8.0,,,,,,
4899,1,,,,,,,,
4903,7,3.0,,,,,,,
4905,6,7.0,2.0,1.0,3.0,,,,
4906,1,5.0,0.0,,,,,,
4907,1,7.0,6.0,0.0,8.0,,,,
4910,3,,,,,,,,
4911,1,,,,,,,,
4914,4,3.0,1.0,0.0,7.0,,,,
4915,2,,,,,,,,
4917,6,,,,,,,,
4918,1,3.0,7.0,2.0,8.0,,,,
4919,1,,,,,,,,
4923,1,6.0,,,,,,,
4925,1,6.0,,,,,,,
4926,0,6.0,8.0,7.0,,,,,
4929,7,,,,,,,,
4932,7,1.0,2.0,5.0,6.0,,,,
4934,1,3.0,4.0,,,,,,
4935,0,2.0,,,,,,,
4937,1,7.0,0.0,8.0,,,,,
4938,3,7.0,,,,,,,
4941,1,,,,,,,,
4947,4,,,,,,,,
4948,6,,,,,,,,
4950,2,,,,,,,,
4951,0,4.0,2.0,7.0,5.0,,,,
4953,1,2.0,,,,,,,
4955,7,1.0,,,,,,,
4961,3,2.0,5.0,,,,,,
4964,6,1.0,,,,,,,
4968,7,3.0,5.0,1.0,8.0,,,,
4970,1,,,,,,,,
4972,1,8.0,4.0,2.0,5.0,,,,
4974,6,,,,,,,,
4976,1,7.0,8.0,4.0,3.0,,,,
4980,1,7.0,3.0,8.0,4.0,,,,
4982,4,8.0,7.0,6.0,1.0,,,,
4983,7,1.0,3.0,4.0,2.0,,,,
4986,8,4.0,7.0,1.0,,,,,
4987,3,1.0,,,,,,,
4989,4,7.0,2.0,5.0,1.0,,,,
4992,7,1.0,3.0,,,,,,
4994,7,1.0,5.0,0.0,4.0,,,,
4999,1,2.0,8.0,,,,,,
5001,8,1.0,,,,,,,
5003,8,4.0,6.0,1.0,0.0,,,,
5004,1,3.0,5.0,,,,,,
5005,6,5.0,0.0,7.0,,,,,
5006,3,1.0,,,,,,,
5007,1,,,,,,,,
5010,2,,,,,,,,
5012,1,0.0,2.0,8.0,4.0,,,,
5016,5,3.0,,,,,,,
5017,4,,,,,,,,
5018,8,,,,,,,,
5021,7,2.0,4.0,,,,,,
5023,8,3.0,1.0,4.0,7.0,,,,
5025,2,,,,,,,,
5032,7,1.0,,,,,,,
5034,4,8.0,1.0,3.0,7.0,,,,
5035,7,1.0,3.0,,,,,,
5040,3,1.0,,,,,,,
5041,1,,,,,,,,
5042,8,7.0,0.0,6.0,1.0,,,,
5043,8,1.0,3.0,2.0,4.0,,,,
5044,3,,,,,,,,
5047,8,,,,,,,,
5048,1,8.0,4.0,6.0,7.0,,,,
5049,7,1.0,3.0,8.0,4.0,,,,
5052,1,5.0,6.0,2.0,3.0,,,,
5053,8,1.0,,,,,,,
5054,4,1.0,3.0,8.0,7.0,,,,
5055,7,1.0,5.0,,,,,,
5056,8,7.0,3.0,4.0,,,,,
5059,2,3.0,,,,,,,
5061,1,4.0,2.0,6.0,7.0,,,,
5064,3,2.0,6.0,5.0,0.0,,,,
5065,2,6.0,3.0,8.0,4.0,,,,
5068,1,6.0,7.0,3.0,,,,,
5077,3,1.0,,,,,,,
5078,3,4.0,2.0,6.0,5.0,,,,
5080,8,1.0,,,,,,,
5085,8,3.0,7.0,,,,,,
5086,2,1.0,3.0,7.0,8.0,,,,
5087,7,1.0,3.0,0.0,5.0,,,,
5089,3,,,,,,,,
5090,4,7.0,1.0,3.0,8.0,,,,
5091,6,7.0,8.0,1.0,,,,,
5092,8,4.0,3.0,1.0,2.0,,,,
5094,4,8.0,,,,,,,
5095,6,3.0,,,,,,,
5096,4,2.0,7.0,,,,,,
5098,8,3.0,1.0,6.0,7.0,,,,
5099,3,4.0,0.0,,,,,,
5100,3,7.0,1.0,4.0,6.0,,,,
5103,1,6.0,5.0,,,,,,
5104,5,1.0,2.0,4.0,8.0,,,,
5106,1,,,,,,,,
5108,2,0.0,1.0,3.0,4.0,,,,
5109,2,,,,,,,,
5111,3,2.0,4.0,1.0,0.0,,,,
5112,1,3.0,4.0,8.0,7.0,,,,
5114,6,,,,,,,,
5116,1,,,,,,,,
5117,2,,,,,,,,
5119,5,1.0,2.0,,,,,,
5124,8,,,,,,,,
5126,1,7.0,6.0,4.0,3.0,,,,
5127,1,2.0,6.0,,,,,,
5128,7,3.0,1.0,0.0,4.0,,,,
5129,7,1.0,,,,,,,
5132,1,,,,,,,,
5138,8,1.0,7.0,,,,,,
5139,2,7.0,3.0,,,,,,
5142,6,,,,,,,,
5148,2,3.0,1.0,,,,,,
5150,7,,,,,,,,
5151,8,7.0,1.0,,,,,,
5152,0,5.0,,,,,,,
5153,1,,,,,,,,
5159,3,1.0,8.0,7.0,6.0,,,,
5160,7,3.0,1.0,2.0,8.0,,,,
5163,8,3.0,1.0,7.0,4.0,,,,
5168,8,1.0,3.0,5.0,7.0,,,,
5171,8,1.0,2.0,5.0,3.0,,,,
5172,1,,,,,,,,
5173,3,,,,,,,,
5176,1,7.0,6.0,,,,,,
5178,4,,,,,,,,
5182,8,6.0,,,,,,,
5186,2,,,,,,,,
5188,2,7.0,1.0,3.0,4.0,,,,
5189,1,,,,,,,,
5191,7,3.0,1.0,5.0,8.0,,,,
5192,7,,,,,,,,
5193,8,7.0,4.0,1.0,6.0,,,,
5194,7,4.0,8.0,,,,,,
5197,8,4.0,6.0,1.0,0.0,,,,
5202,1,,,,,,,,
5203,7,2.0,1.0,6.0,5.0,,,,
5204,4,5.0,1.0,2.0,,,,,
5205,5,1.0,7.0,8.0,,,,,
5206,8,4.0,6.0,1.0,0.0,,,,
5207,7,,,,,,,,
5209,8,,,,,,,,
5210,1,,,,,,,,
5224,7,6.0,1.0,8.0,3.0,,,,
5226,7,,,,,,,,
5229,7,2.0,6.0,3.0,8.0,,,,
5230,1,3.0,2.0,0.0,7.0,,,,
5232,7,,,,,,,,
5233,7,3.0,4.0,1.0,5.0,,,,
5235,8,7.0,5.0,6.0,1.0,,,,
5236,1,5.0,,,,,,,
5237,7,1.0,8.0,3.0,2.0,,,,
5240,4,2.0,1.0,,,,,,
5241,1,4.0,,,,,,,
5242,1,7.0,4.0,6.0,3.0,,,,
5243,3,5.0,1.0,4.0,7.0,,,,
5250,8,1.0,4.0,0.0,6.0,,,,
5251,1,3.0,7.0,6.0,8.0,,,,
5252,8,2.0,4.0,7.0,1.0,,,,
5253,7,,,,,,,,
5256,1,2.0,5.0,3.0,4.0,,,,
5257,1,6.0,8.0,7.0,3.0,,,,
5258,1,,,,,,,,
5259,2,0.0,6.0,,,,,,
5260,7,8.0,0.0,5.0,6.0,,,,
5261,2,1.0,,,,,,,
5264,4,8.0,2.0,6.0,7.0,,,,
5265,4,,,,,,,,
5266,8,7.0,,,,,,,
5267,6,2.0,5.0,3.0,0.0,,,,
5269,4,,,,,,,,
5270,7,1.0,8.0,4.0,2.0,,,,
5274,7,,,,,,,,
5276,8,3.0,1.0,,,,,,
5280,3,8.0,1.0,4.0,7.0,,,,
5281,1,2.0,8.0,7.0,6.0,,,,
5282,7,1.0,8.0,3.0,,,,,
5285,8,4.0,7.0,,,,,,
5287,7,3.0,2.0,,,,,,
5289,7,,,,,,,,
5290,8,4.0,3.0,6.0,1.0,,,,
5293,7,1.0,3.0,8.0,2.0,,,,
5294,7,4.0,8.0,,,,,,
5296,4,1.0,7.0,,,,,,
5297,4,,,,,,,,
5299,3,,,,,,,,
5302,8,1.0,4.0,7.0,2.0,,,,
5304,1,,,,,,,,
5311,1,6.0,7.0,,,,,,
5312,7,6.0,5.0,3.0,4.0,,,,
5313,4,,,,,,,,
5314,4,1.0,8.0,2.0,7.0,,,,
5316,5,7.0,1.0,8.0,,,,,
5319,7,1.0,8.0,4.0,,,,,
5320,7,8.0,0.0,5.0,6.0,,,,
5321,3,6.0,8.0,1.0,7.0,,,,
5322,8,1.0,4.0,7.0,,,,,
5325,1,6.0,3.0,2.0,5.0,,,,
5327,1,7.0,,,,,,,
5328,7,1.0,3.0,6.0,2.0,,,,
5333,8,1.0,6.0,3.0,,,,,
5334,8,1.0,6.0,4.0,7.0,,,,
5337,8,3.0,1.0,4.0,6.0,,,,
5340,1,,,,,,,,
5343,1,,,,,,,,
5344,8,,,,,,,,
5345,1,3.0,,,,,,,
5346,8,4.0,,,,,,,
5347,5,1.0,2.0,3.0,6.0,,,,
5348,3,1.0,7.0,,,,,,
5349,3,,,,,,,,
5351,7,3.0,1.0,8.0,6.0,,,,
5353,7,2.0,4.0,3.0,6.0,,,,
5355,7,6.0,0.0,4.0,,,,,
5356,2,3.0,,,,,,,
5357,5,2.0,4.0,7.0,1.0,,,,
5360,7,2.0,4.0,,,,,,
5361,8,3.0,5.0,7.0,0.0,,,,
5363,1,7.0,2.0,8.0,0.0,,,,
5364,8,,,,,,,,
5366,5,4.0,7.0,3.0,,,,,
5367,1,6.0,5.0,2.0,0.0,,,,
5373,3,1.0,7.0,,,,,,
5374,8,1.0,3.0,7.0,6.0,,,,
5376,6,1.0,2.0,3.0,4.0,,,,
5378,3,1.0,,,,,,,
5380,1,,,,,,,,
5383,8,6.0,1.0,3.0,7.0,,,,
5385,7,,,,,,,,
5387,8,,,,,,,,
5390,7,2.0,1.0,6.0,5.0,,,,
5392,2,,,,,,,,
5396,6,,,,,,,,
5403,8,1.0,6.0,7.0,4.0,,,,
5406,4,,,,,,,,
5409,3,1.0,7.0,,,,,,
5410,4,7.0,3.0,8.0,1.0,,,,
5415,6,,,,,,,,
5419,8,,,,,,,,
5422,0,,,,,,,,
5426,2,,,,,,,,
5427,8,,,,,,,,
5428,7,,,,,,,,
5429,8,3.0,1.0,7.0,2.0,,,,
5430,1,4.0,,,,,,,
5431,3,,,,,,,,
5432,4,,,,,,,,
5434,1,,,,,,,,
5439,1,7.0,3.0,8.0,4.0,,,,
5442,1,7.0,8.0,6.0,3.0,,,,
5446,3,7.0,1.0,2.0,5.0,,,,
5447,2,1.0,3.0,4.0,6.0,,,,
5448,8,,,,,,,,
5451,3,1.0,4.0,2.0,6.0,,,,
5454,1,7.0,6.0,8.0,,,,,
5461,1,,,,,,,,
5462,0,6.0,,,,,,,
5464,1,,,,,,,,
5465,7,8.0,1.0,2.0,0.0,,,,
5467,8,1.0,7.0,,,,,,
5469,8,,,,,,,,
5470,1,7.0,4.0,8.0,,,,,
5477,1,7.0,0.0,,,,,,
5481,3,,,,,,,,
5490,7,0.0,8.0,4.0,1.0,,,,
5491,7,1.0,,,,,,,
5492,3,,,,,,,,
5493,3,6.0,8.0,4.0,5.0,,,,
5494,4,1.0,,,,,,,
5495,2,,,,,,,,
5497,2,,,,,,,,
5498,1,3.0,,,,,,,
5499,1,,,,,,,,
5500,7,1.0,8.0,,,,,,
5501,7,8.0,3.0,1.0,,,,,
5503,7,2.0,8.0,,,,,,
5504,7,1.0,,,,,,,
5505,7,3.0,4.0,1.0,5.0,,,,
5506,1,2.0,3.0,,,,,,
5508,8,0.0,3.0,1.0,7.0,,,,
5510,7,,,,,,,,
5668,8,1.0,4.0,6.0,3.0,,,,
5669,1,6.0,3.0,,,,,,
5670,5,,,,,,,,
5671,8,,,,,,,,
5673,2,,,,,,,,
5674,7,8.0,1.0,6.0,3.0,,,,
5675,2,1.0,3.0,7.0,6.0,,,,
5676,1,,,,,,,,
5679,2,1.0,,,,,,,
5680,8,5.0,1.0,,,,,,
5681,0,4.0,5.0,1.0,7.0,,,,
5683,8,4.0,6.0,5.0,1.0,,,,
5688,1,7.0,5.0,8.0,3.0,,,,
5689,1,,,,,,,,
5692,7,5.0,1.0,,,,,,
5693,7,,,,,,,,
5696,4,5.0,7.0,,,,,,
5703,7,2.0,1.0,6.0,5.0,,,,
5704,3,,,,,,,,
5706,1,,,,,,,,
5707,8,,,,,,,,
5708,7,2.0,1.0,6.0,5.0,,,,
5709,1,5.0,3.0,2.0,7.0,,,,
5714,4,7.0,8.0,,,,,,
5715,7,3.0,,,,,,,
5717,7,1.0,,,,,,,
5718,7,1.0,3.0,8.0,4.0,,,,
5720,0,7.0,,,,,,,
5721,7,8.0,1.0,2.0,,,,,
5723,2,5.0,0.0,4.0,3.0,,,,
5726,8,6.0,2.0,1.0,3.0,,,,
5727,7,1.0,4.0,3.0,2.0,,,,
5728,7,,,,,,,,
5730,7,2.0,,,,,,,
5732,3,7.0,,,,,,,
5733,5,7.0,,,,,,,
5734,0,1.0,7.0,6.0,,,,,
5742,8,,,,,,,,
5744,1,7.0,6.0,3.0,4.0,,,,
5745,7,1.0,,,,,,,
5748,3,1.0,4.0,8.0,7.0,,,,
5750,7,4.0,,,,,,,
5751,8,6.0,3.0,4.0,1.0,,,,
5752,1,4.0,6.0,0.0,,,,,
5755,2,4.0,7.0,3.0,6.0,,,,
5756,1,7.0,6.0,4.0,8.0,,,,
5758,2,4.0,6.0,,,,,,
5760,1,8.0,4.0,,,,,,
5761,1,6.0,4.0,3.0,5.0,,,,
5763,2,,,,,,,,
5764,1,4.0,8.0,3.0,,,,,
5766,7,1.0,3.0,4.0,8.0,,,,
5768,8,4.0,3.0,,,,,,
5776,8,4.0,1.0,2.0,7.0,,,,
5780,4,8.0,6.0,0.0,,,,,
5782,4,,,,,,,,
5847,5,7.0,,,,,,,
5849,2,1.0,0.0,8.0,4.0,,,,
5852,7,3.0,1.0,,,,,,
5853,1,3.0,4.0,7.0,0.0,,,,
5855,2,3.0,1.0,8.0,7.0,,,,
5858,6,,,,,,,,
5859,3,1.0,7.0,,,,,,
5860,2,7.0,1.0,0.0,4.0,,,,
5862,1,7.0,6.0,3.0,4.0,,,,
5863,4,6.0,7.0,0.0,5.0,,,,
5868,4,2.0,6.0,3.0,5.0,,,,
5871,7,5.0,8.0,4.0,6.0,,,,
5873,3,1.0,7.0,4.0,2.0,,,,
5874,1,2.0,0.0,7.0,,,,,
5876,0,4.0,5.0,1.0,7.0,,,,
5877,7,,,,,,,,
5879,1,6.0,0.0,7.0,5.0,,,,
5881,8,3.0,,,,,,,
5883,1,0.0,8.0,4.0,5.0,,,,
5884,3,,,,,,,,
5889,1,3.0,4.0,2.0,8.0,,,,
5890,7,1.0,3.0,8.0,6.0,,,,
5892,4,,,,,,,,
5902,1,7.0,3.0,,,,,,
5905,7,,,,,,,,
5907,1,3.0,8.0,2.0,7.0,,,,
5908,1,4.0,,,,,,,
5909,3,1.0,8.0,7.0,,,,,
5912,1,,,,,,,,
5915,2,,,,,,,,
5916,5,0.0,4.0,7.0,,,,,
5917,7,3.0,4.0,1.0,2.0,,,,
5918,7,,,,,,,,
5919,4,2.0,8.0,1.0,,,,,
5923,8,4.0,5.0,1.0,3.0,,,,
5924,7,2.0,1.0,6.0,5.0,,,,
5925,1,4.0,3.0,0.0,8.0,,,,
5928,4,,,,,,,,
5931,5,4.0,0.0,,,,,,
5933,1,3.0,6.0,8.0,7.0,,,,
5935,7,1.0,3.0,,,,,,
5939,3,1.0,7.0,4.0,8.0,,,,
5948,1,3.0,4.0,8.0,7.0,,,,
5949,1,,,,,,,,
5950,5,2.0,4.0,,,,,,
5953,1,,,,,,,,
5954,4,1.0,,,,,,,
5955,0,3.0,,,,,,,
5956,2,1.0,3.0,4.0,6.0,,,,
5958,2,3.0,7.0,6.0,4.0,,,,
5961,4,8.0,0.0,3.0,5.0,,,,
5963,1,3.0,,,,,,,
